VoterID,BirthYear,LAST4SSN,DriverLicCard,FirstName,LastName,Gender,ResStreetAddress,ResCityDesc,ResState,ResZip5,ResCountyDesc,PartyDesc,Potential Fraud
Voter-ID-2500,B-Year-47,SSN-2271,DL-2111,FN-1484,LN-1475,Gender-3,Address-2748,City-56,State-1,Zip-124,County-2,Party-3,0
Voter-ID-2931,B-Year-31,SSN-68,DL-2022,FN-659,LN-1358,Gender-1,Address-1479,City-153,State-1,Zip-14,County-34,Party-4,0
Voter-ID-4139,B-Year-46,SSN-3288,DL-1411,FN-942,LN-279,Gender-3,Address-1921,City-91,State-1,Zip-8,County-43,Party-4,0
Voter-ID-1323,B-Year-17,SSN-1639,DL-2401,FN-943,LN-715,Gender-2,Address-2266,City-196,State-1,Zip-163,County-6,Party-4,0
Voter-ID-946,B-Year-7,SSN-1734,DL-3011,FN-736,LN-2543,Gender-3,Address-4159,City-60,State-1,Zip-128,County-6,Party-3,0
Voter-ID-1056,B-Year-42,SSN-3334,DL-2507,FN-1245,LN-962,Gender-2,Address-1602,City-176,State-1,Zip-199,County-22,Party-3,0
Voter-ID-2519,B-Year-51,SSN-2726,DL-3740,FN-997,LN-2894,Gender-3,Address-2879,City-12,State-1,Zip-59,County-4,Party-3,0
Voter-ID-3979,B-Year-5,SSN-892,DL-3539,FN-105,LN-3360,Gender-3,Address-2526,City-56,State-1,Zip-116,County-8,Party-4,0
Voter-ID-668,B-Year-61,SSN-1666,DL-1145,FN-288,LN-1145,Gender-2,Address-2301,City-56,State-1,Zip-136,County-34,Party-2,1
Voter-ID-3107,B-Year-2,SSN-2621,DL-1153,FN-716,LN-440,Gender-3,Address-2208,City-50,State-1,Zip-167,County-43,Party-5,0
Voter-ID-2375,B-Year-63,SSN-1086,DL-942,FN-1205,LN-1266,Gender-3,Address-429,City-154,State-1,Zip-119,County-11,Party-3,0
Voter-ID-67,B-Year-58,SSN-1409,DL-2739,FN-21,LN-1814,Gender-3,Address-608,City-5,State-1,Zip-163,County-34,Party-5,1
Voter-ID-3906,B-Year-17,SSN-1995,DL-4257,FN-647,LN-2953,Gender-2,Address-1104,City-39,State-1,Zip-26,County-10,Party-4,1
Voter-ID-1576,B-Year-5,SSN-2392,DL-3893,FN-235,LN-3423,Gender-3,Address-1930,City-165,State-1,Zip-55,County-34,Party-4,0
Voter-ID-3773,B-Year-38,SSN-2317,DL-3884,FN-950,LN-1214,Gender-2,Address-4170,City-102,State-1,Zip-191,County-22,Party-4,0
Voter-ID-2485,B-Year-85,SSN-1775,DL-4201,FN-1206,LN-1720,Gender-3,Address-3287,City-153,State-1,Zip-62,County-32,Party-4,0
Voter-ID-1549,B-Year-39,SSN-1384,DL-2052,FN-824,LN-512,Gender-1,Address-2250,City-56,State-1,Zip-52,County-8,Party-4,0
Voter-ID-2676,B-Year-47,SSN-1531,DL-33,FN-771,LN-752,Gender-3,Address-3863,City-101,State-1,Zip-25,County-23,Party-5,0
Voter-ID-2038,B-Year-8,SSN-2378,DL-1142,FN-88,LN-417,Gender-2,Address-592,City-153,State-1,Zip-116,County-15,Party-4,0
Voter-ID-939,B-Year-41,SSN-138,DL-4089,FN-1341,LN-953,Gender-2,Address-3544,City-193,State-1,Zip-24,County-34,Party-3,0
Voter-ID-2970,B-Year-59,SSN-2230,DL-1388,FN-480,LN-1315,Gender-3,Address-893,City-56,State-1,Zip-149,County-41,Party-3,0
Voter-ID-2655,B-Year-43,SSN-3215,DL-3272,FN-1698,LN-2880,Gender-3,Address-2435,City-225,State-1,Zip-208,County-6,Party-4,0
Voter-ID-86,B-Year-66,SSN-1555,DL-2585,FN-235,LN-890,Gender-3,Address-1812,City-66,State-1,Zip-114,County-28,Party-4,1
Voter-ID-4170,B-Year-55,SSN-2008,DL-3076,FN-70,LN-3328,Gender-2,Address-649,City-91,State-1,Zip-149,County-23,Party-4,0
Voter-ID-1409,B-Year-50,SSN-3099,DL-1008,FN-1775,LN-1614,Gender-2,Address-2122,City-125,State-1,Zip-128,County-11,Party-4,0
Voter-ID-3097,B-Year-80,SSN-1214,DL-789,FN-1610,LN-3245,Gender-3,Address-2126,City-120,State-1,Zip-199,County-6,Party-4,0
Voter-ID-1933,B-Year-36,SSN-3035,DL-1118,FN-25,LN-1965,Gender-3,Address-892,City-56,State-1,Zip-77,County-9,Party-5,0
Voter-ID-1112,B-Year-25,SSN-1770,DL-3475,FN-1280,LN-436,Gender-3,Address-2895,City-56,State-1,Zip-44,County-8,Party-3,0
Voter-ID-4129,B-Year-66,SSN-2871,DL-3950,FN-728,LN-1173,Gender-2,Address-1070,City-91,State-1,Zip-163,County-15,Party-4,0
Voter-ID-2267,B-Year-51,SSN-1667,DL-3459,FN-1086,LN-790,Gender-2,Address-2910,City-133,State-1,Zip-52,County-34,Party-3,0
Voter-ID-577,B-Year-38,SSN-152,DL-1164,FN-1585,LN-2092,Gender-3,Address-3221,City-153,State-1,Zip-26,County-34,Party-4,0
Voter-ID-1029,B-Year-58,SSN-2388,DL-2897,FN-1398,LN-2558,Gender-2,Address-3502,City-41,State-1,Zip-193,County-35,Party-3,0
Voter-ID-3176,B-Year-65,SSN-1720,DL-1114,FN-1735,LN-260,Gender-2,Address-3334,City-88,State-1,Zip-144,County-23,Party-5,0
Voter-ID-3282,B-Year-22,SSN-662,DL-1880,FN-1159,LN-689,Gender-2,Address-2045,City-160,State-1,Zip-172,County-20,Party-1,1
Voter-ID-1099,B-Year-36,SSN-137,DL-512,FN-972,LN-772,Gender-1,Address-393,City-91,State-1,Zip-149,County-6,Party-4,0
Voter-ID-67,B-Year-58,SSN-1409,DL-2739,FN-1490,LN-110,Gender-3,Address-1514,City-5,State-1,Zip-163,County-34,Party-5,1
Voter-ID-1814,B-Year-25,SSN-1034,DL-1458,FN-1212,LN-1492,Gender-3,Address-1218,City-56,State-1,Zip-14,County-23,Party-5,0
Voter-ID-2600,B-Year-50,SSN-273,DL-450,FN-1195,LN-1316,Gender-2,Address-567,City-56,State-1,Zip-63,County-22,Party-3,0
Voter-ID-116,B-Year-83,SSN-2393,DL-2466,FN-584,LN-410,Gender-3,Address-3321,City-193,State-1,Zip-43,County-4,Party-4,0
Voter-ID-2964,B-Year-8,SSN-2346,DL-1771,FN-1517,LN-1471,Gender-2,Address-1915,City-70,State-1,Zip-78,County-16,Party-2,1
Voter-ID-1858,B-Year-63,SSN-905,DL-32,FN-1132,LN-1085,Gender-3,Address-1706,City-56,State-1,Zip-99,County-25,Party-4,1
Voter-ID-1773,B-Year-25,SSN-1767,DL-2015,FN-1517,LN-131,Gender-2,Address-1478,City-60,State-1,Zip-172,County-8,Party-5,0
Voter-ID-2876,B-Year-18,SSN-1689,DL-3252,FN-926,LN-1313,Gender-2,Address-3807,City-139,State-1,Zip-47,County-8,Party-4,0
Voter-ID-476,B-Year-16,SSN-1043,DL-2425,FN-371,LN-1754,Gender-2,Address-4205,City-166,State-1,Zip-208,County-23,Party-3,0
Voter-ID-776,B-Year-36,SSN-1374,DL-3852,FN-1698,LN-677,Gender-3,Address-3156,City-224,State-1,Zip-173,County-4,Party-4,0
Voter-ID-2035,B-Year-45,SSN-353,DL-934,FN-1513,LN-3103,Gender-3,Address-2923,City-224,State-1,Zip-52,County-10,Party-5,0
Voter-ID-3702,B-Year-55,SSN-1200,DL-3022,FN-771,LN-848,Gender-3,Address-2318,City-88,State-1,Zip-116,County-22,Party-4,0
Voter-ID-1475,B-Year-62,SSN-3071,DL-1824,FN-71,LN-1899,Gender-2,Address-3050,City-153,State-1,Zip-116,County-38,Party-3,0
Voter-ID-3114,B-Year-33,SSN-2394,DL-759,FN-706,LN-2662,Gender-3,Address-3716,City-101,State-1,Zip-45,County-8,Party-4,0
Voter-ID-575,B-Year-50,SSN-270,DL-2581,FN-619,LN-3361,Gender-2,Address-2021,City-193,State-1,Zip-116,County-3,Party-5,0
Voter-ID-4161,B-Year-70,SSN-686,DL-2722,FN-1664,LN-1550,Gender-3,Address-3183,City-153,State-1,Zip-171,County-23,Party-5,0
Voter-ID-887,B-Year-15,SSN-2154,DL-3772,FN-479,LN-1254,Gender-1,Address-4163,City-43,State-1,Zip-81,County-4,Party-4,0
Voter-ID-2128,B-Year-31,SSN-2441,DL-3989,FN-1385,LN-284,Gender-2,Address-440,City-56,State-1,Zip-48,County-17,Party-3,0
Voter-ID-579,B-Year-5,SSN-296,DL-457,FN-281,LN-1624,Gender-3,Address-112,City-56,State-1,Zip-81,County-22,Party-4,0
Voter-ID-1407,B-Year-2,SSN-2318,DL-2499,FN-1125,LN-1705,Gender-2,Address-154,City-135,State-1,Zip-139,County-8,Party-4,0
Voter-ID-3951,B-Year-60,SSN-2671,DL-3840,FN-1206,LN-2117,Gender-3,Address-1066,City-136,State-1,Zip-51,County-8,Party-4,0
Voter-ID-3127,B-Year-22,SSN-2491,DL-4032,FN-695,LN-3020,Gender-2,Address-1626,City-224,State-1,Zip-77,County-23,Party-3,0
Voter-ID-2241,B-Year-32,SSN-1336,DL-3506,FN-1675,LN-2853,Gender-3,Address-1918,City-56,State-1,Zip-52,County-34,Party-3,0
Voter-ID-751,B-Year-46,SSN-3305,DL-2463,FN-1652,LN-2798,Gender-2,Address-2965,City-13,State-1,Zip-66,County-34,Party-3,0
Voter-ID-103,B-Year-42,SSN-106,DL-3097,FN-803,LN-2934,Gender-3,Address-198,City-224,State-1,Zip-116,County-23,Party-5,0
Voter-ID-4204,B-Year-54,SSN-2846,DL-191,FN-1255,LN-1077,Gender-2,Address-3354,City-56,State-1,Zip-79,County-23,Party-4,0
Voter-ID-3497,B-Year-23,SSN-2599,DL-4290,FN-323,LN-124,Gender-2,Address-2172,City-160,State-1,Zip-163,County-34,Party-3,0
Voter-ID-115,B-Year-53,SSN-2537,DL-2207,FN-1138,LN-57,Gender-2,Address-1568,City-52,State-1,Zip-177,County-34,Party-5,1
Voter-ID-1318,B-Year-60,SSN-3143,DL-164,FN-435,LN-2430,Gender-2,Address-228,City-229,State-1,Zip-163,County-4,Party-3,0
Voter-ID-3006,B-Year-13,SSN-3420,DL-1144,FN-1571,LN-994,Gender-2,Address-2922,City-177,State-1,Zip-59,County-11,Party-4,0
Voter-ID-2252,B-Year-13,SSN-2193,DL-136,FN-584,LN-356,Gender-3,Address-2869,City-91,State-1,Zip-191,County-34,Party-4,0
Voter-ID-2662,B-Year-37,SSN-1810,DL-3888,FN-1737,LN-2657,Gender-3,Address-975,City-153,State-1,Zip-52,County-24,Party-3,0
Voter-ID-3506,B-Year-80,SSN-625,DL-1136,FN-12,LN-1865,Gender-2,Address-2287,City-229,State-1,Zip-167,County-4,Party-4,0
Voter-ID-3447,B-Year-33,SSN-1762,DL-1858,FN-1517,LN-2904,Gender-2,Address-2574,City-212,State-1,Zip-167,County-4,Party-3,0
Voter-ID-3189,B-Year-80,SSN-1295,DL-452,FN-1315,LN-1186,Gender-3,Address-1115,City-120,State-1,Zip-156,County-10,Party-3,0
Voter-ID-1740,B-Year-76,SSN-3149,DL-56,FN-487,LN-3160,Gender-3,Address-2558,City-56,State-1,Zip-158,County-4,Party-4,0
Voter-ID-67,B-Year-58,SSN-1409,DL-3621,FN-21,LN-1814,Gender-3,Address-608,City-5,State-1,Zip-163,County-34,Party-5,1
Voter-ID-2492,B-Year-69,SSN-736,DL-2255,FN-1758,LN-2058,Gender-2,Address-721,City-39,State-1,Zip-175,County-43,Party-4,0
Voter-ID-1426,B-Year-18,SSN-3228,DL-46,FN-637,LN-774,Gender-3,Address-3861,City-42,State-1,Zip-52,County-34,Party-5,0
Voter-ID-3425,B-Year-31,SSN-298,DL-2089,FN-1556,LN-2292,Gender-3,Address-4003,City-197,State-1,Zip-13,County-7,Party-2,0
Voter-ID-4275,B-Year-18,SSN-2881,DL-792,FN-1406,LN-344,Gender-1,Address-603,City-193,State-1,Zip-24,County-8,Party-4,1
Voter-ID-25,B-Year-60,SSN-853,DL-3726,FN-257,LN-762,Gender-2,Address-754,City-56,State-1,Zip-208,County-34,Party-4,0
Voter-ID-913,B-Year-45,SSN-2219,DL-3935,FN-833,LN-1869,Gender-1,Address-1197,City-56,State-1,Zip-199,County-6,Party-5,0
Voter-ID-982,B-Year-22,SSN-28,DL-3904,FN-940,LN-1394,Gender-2,Address-1230,City-144,State-1,Zip-200,County-25,Party-4,0
Voter-ID-4098,B-Year-47,SSN-1711,DL-173,FN-421,LN-564,Gender-2,Address-1006,City-33,State-1,Zip-21,County-23,Party-2,0
Voter-ID-3816,B-Year-18,SSN-3404,DL-3357,FN-327,LN-2839,Gender-1,Address-2121,City-51,State-1,Zip-45,County-34,Party-5,1
Voter-ID-4071,B-Year-1,SSN-2352,DL-853,FN-771,LN-2559,Gender-3,Address-909,City-91,State-1,Zip-11,County-38,Party-4,0
Voter-ID-3797,B-Year-45,SSN-560,DL-4003,FN-671,LN-108,Gender-1,Address-779,City-224,State-1,Zip-25,County-41,Party-3,0
Voter-ID-1177,B-Year-35,SSN-2583,DL-2194,FN-681,LN-456,Gender-3,Address-1833,City-125,State-1,Zip-52,County-2,Party-4,0
Voter-ID-254,B-Year-72,SSN-1837,DL-962,FN-1380,LN-2618,Gender-2,Address-3655,City-206,State-1,Zip-156,County-34,Party-3,0
Voter-ID-1312,B-Year-1,SSN-437,DL-3994,FN-523,LN-51,Gender-2,Address-3341,City-149,State-1,Zip-103,County-1,Party-4,0
Voter-ID-121,B-Year-4,SSN-559,DL-1977,FN-1705,LN-997,Gender-3,Address-1971,City-91,State-1,Zip-158,County-34,Party-4,0
Voter-ID-893,B-Year-73,SSN-90,DL-3964,FN-1618,LN-1280,Gender-2,Address-4054,City-215,State-1,Zip-102,County-23,Party-4,0
Voter-ID-1497,B-Year-47,SSN-3126,DL-4183,FN-757,LN-3051,Gender-2,Address-1080,City-79,State-1,Zip-55,County-20,Party-5,0
Voter-ID-3698,B-Year-34,SSN-393,DL-912,FN-84,LN-2320,Gender-2,Address-4175,City-224,State-1,Zip-18,County-12,Party-5,0
Voter-ID-4010,B-Year-15,SSN-372,DL-1901,FN-668,LN-2480,Gender-3,Address-2011,City-43,State-1,Zip-24,County-4,Party-5,0
Voter-ID-2496,B-Year-14,SSN-1916,DL-3001,FN-1582,LN-1127,Gender-2,Address-770,City-91,State-1,Zip-195,County-34,Party-4,0
Voter-ID-694,B-Year-8,SSN-3436,DL-1452,FN-734,LN-1217,Gender-3,Address-3513,City-226,State-1,Zip-199,County-34,Party-4,0
Voter-ID-1393,B-Year-72,SSN-2092,DL-2755,FN-1156,LN-2361,Gender-2,Address-3826,City-225,State-1,Zip-102,County-34,Party-4,0
Voter-ID-2139,B-Year-66,SSN-6,DL-4031,FN-945,LN-212,Gender-2,Address-3971,City-144,State-1,Zip-169,County-39,Party-4,0
Voter-ID-1878,B-Year-58,SSN-1970,DL-2592,FN-666,LN-1750,Gender-2,Address-518,City-56,State-1,Zip-165,County-25,Party-3,0
Voter-ID-1269,B-Year-36,SSN-212,DL-504,FN-1591,LN-2478,Gender-3,Address-2461,City-160,State-1,Zip-192,County-25,Party-5,0
Voter-ID-1396,B-Year-63,SSN-1931,DL-4173,FN-1635,LN-201,Gender-2,Address-1784,City-185,State-1,Zip-163,County-23,Party-4,0
Voter-ID-257,B-Year-79,SSN-1921,DL-2526,FN-175,LN-2241,Gender-2,Address-1794,City-177,State-1,Zip-163,County-2,Party-4,1
Voter-ID-607,B-Year-56,SSN-293,DL-1251,FN-502,LN-2216,Gender-2,Address-1690,City-97,State-1,Zip-195,County-8,Party-4,0
Voter-ID-2028,B-Year-42,SSN-2634,DL-3819,FN-1072,LN-2828,Gender-2,Address-1786,City-56,State-1,Zip-208,County-35,Party-4,0
Voter-ID-1598,B-Year-80,SSN-327,DL-2303,FN-233,LN-2414,Gender-2,Address-2996,City-193,State-1,Zip-26,County-10,Party-4,0
Voter-ID-812,B-Year-68,SSN-118,DL-2809,FN-869,LN-312,Gender-2,Address-3831,City-193,State-1,Zip-113,County-20,Party-4,0
Voter-ID-3820,B-Year-43,SSN-2979,DL-1954,FN-1468,LN-1779,Gender-3,Address-3393,City-88,State-1,Zip-62,County-34,Party-4,1
Voter-ID-124,B-Year-60,SSN-236,DL-1322,FN-561,LN-1853,Gender-3,Address-1668,City-173,State-1,Zip-102,County-36,Party-4,0
Voter-ID-3045,B-Year-13,SSN-2783,DL-4150,FN-555,LN-3155,Gender-2,Address-3269,City-56,State-1,Zip-208,County-34,Party-4,0
Voter-ID-3664,B-Year-39,SSN-2215,DL-895,FN-729,LN-2213,Gender-2,Address-3454,City-91,State-1,Zip-4,County-34,Party-4,0
Voter-ID-4022,B-Year-52,SSN-1885,DL-2478,FN-1545,LN-1093,Gender-3,Address-1203,City-123,State-1,Zip-102,County-34,Party-3,0
Voter-ID-1843,B-Year-61,SSN-3214,DL-899,FN-1383,LN-3201,Gender-2,Address-2942,City-120,State-1,Zip-99,County-20,Party-4,0
Voter-ID-2442,B-Year-49,SSN-2290,DL-2767,FN-1047,LN-3253,Gender-3,Address-1278,City-70,State-1,Zip-44,County-4,Party-2,0
Voter-ID-3450,B-Year-84,SSN-1736,DL-3128,FN-681,LN-1856,Gender-3,Address-1879,City-212,State-1,Zip-199,County-20,Party-4,0
Voter-ID-1146,B-Year-24,SSN-1638,DL-3868,FN-1493,LN-1284,Gender-3,Address-3176,City-56,State-1,Zip-16,County-23,Party-4,0
Voter-ID-1982,B-Year-14,SSN-416,DL-2710,FN-377,LN-557,Gender-2,Address-2133,City-153,State-1,Zip-103,County-39,Party-4,0
Voter-ID-2120,B-Year-19,SSN-792,DL-1731,FN-1051,LN-2804,Gender-2,Address-650,City-97,State-1,Zip-99,County-23,Party-4,1
Voter-ID-3160,B-Year-83,SSN-3429,DL-915,FN-1205,LN-3412,Gender-3,Address-573,City-203,State-1,Zip-47,County-34,Party-3,0
Voter-ID-229,B-Year-50,SSN-1449,DL-4202,FN-477,LN-2173,Gender-3,Address-2589,City-21,State-1,Zip-35,County-4,Party-3,0
Voter-ID-3201,B-Year-58,SSN-2617,DL-1004,FN-1406,LN-905,Gender-3,Address-2068,City-88,State-1,Zip-16,County-34,Party-4,0
Voter-ID-3945,B-Year-13,SSN-2288,DL-1302,FN-1767,LN-1230,Gender-2,Address-3224,City-91,State-1,Zip-169,County-34,Party-2,1
Voter-ID-3545,B-Year-38,SSN-1625,DL-2135,FN-798,LN-2317,Gender-2,Address-2384,City-70,State-1,Zip-7,County-15,Party-5,0
Voter-ID-410,B-Year-12,SSN-1487,DL-992,FN-988,LN-1053,Gender-2,Address-2167,City-125,State-1,Zip-103,County-43,Party-3,0
Voter-ID-2040,B-Year-60,SSN-3016,DL-1507,FN-1399,LN-669,Gender-2,Address-3946,City-56,State-1,Zip-14,County-8,Party-4,0
Voter-ID-4217,B-Year-22,SSN-2721,DL-860,FN-1258,LN-2618,Gender-2,Address-543,City-56,State-1,Zip-103,County-23,Party-4,0
Voter-ID-1914,B-Year-5,SSN-241,DL-3755,FN-299,LN-988,Gender-2,Address-981,City-111,State-1,Zip-195,County-23,Party-5,0
Voter-ID-44,B-Year-2,SSN-2939,DL-3271,FN-249,LN-344,Gender-3,Address-2731,City-88,State-1,Zip-45,County-8,Party-4,0
Voter-ID-2330,B-Year-3,SSN-1543,DL-610,FN-1212,LN-1707,Gender-3,Address-3488,City-70,State-1,Zip-80,County-34,Party-3,0
Voter-ID-1951,B-Year-29,SSN-2459,DL-4171,FN-1072,LN-1308,Gender-2,Address-2568,City-56,State-1,Zip-116,County-34,Party-5,0
Voter-ID-4209,B-Year-5,SSN-2260,DL-2522,FN-926,LN-2120,Gender-2,Address-1160,City-154,State-1,Zip-107,County-34,Party-4,0
Voter-ID-1216,B-Year-80,SSN-981,DL-3317,FN-930,LN-2245,Gender-2,Address-1734,City-44,State-1,Zip-191,County-22,Party-4,0
Voter-ID-1968,B-Year-8,SSN-2959,DL-2270,FN-681,LN-796,Gender-3,Address-498,City-56,State-1,Zip-18,County-10,Party-4,0
Voter-ID-121,B-Year-4,SSN-559,DL-1977,FN-1705,LN-997,Gender-3,Address-1971,City-91,State-1,Zip-158,County-34,Party-4,1
Voter-ID-2900,B-Year-70,SSN-439,DL-3372,FN-370,LN-297,Gender-2,Address-4191,City-83,State-1,Zip-77,County-23,Party-4,0
Voter-ID-2774,B-Year-2,SSN-1032,DL-4165,FN-894,LN-1583,Gender-3,Address-3411,City-7,State-1,Zip-144,County-34,Party-4,0
Voter-ID-82,B-Year-57,SSN-1504,DL-1761,FN-1651,LN-386,Gender-2,Address-569,City-120,State-1,Zip-102,County-6,Party-5,0
Voter-ID-3956,B-Year-16,SSN-1853,DL-1744,FN-1534,LN-3170,Gender-3,Address-2738,City-193,State-1,Zip-80,County-19,Party-4,0
Voter-ID-3384,B-Year-4,SSN-2585,DL-445,FN-1524,LN-538,Gender-2,Address-2383,City-39,State-1,Zip-107,County-19,Party-5,0
Voter-ID-299,B-Year-58,SSN-1380,DL-1760,FN-988,LN-134,Gender-2,Address-823,City-56,State-1,Zip-174,County-4,Party-3,0
Voter-ID-180,B-Year-12,SSN-3118,DL-4254,FN-568,LN-1292,Gender-3,Address-3311,City-41,State-1,Zip-16,County-23,Party-3,0
Voter-ID-2337,B-Year-72,SSN-2647,DL-2129,FN-1285,LN-1393,Gender-2,Address-2427,City-193,State-1,Zip-156,County-34,Party-4,0
Voter-ID-2402,B-Year-3,SSN-3262,DL-2247,FN-897,LN-711,Gender-3,Address-2586,City-39,State-1,Zip-26,County-34,Party-4,0
Voter-ID-4131,B-Year-40,SSN-3093,DL-3507,FN-1329,LN-2263,Gender-2,Address-2683,City-111,State-1,Zip-55,County-9,Party-4,0
Voter-ID-3913,B-Year-8,SSN-1191,DL-1104,FN-374,LN-2099,Gender-2,Address-249,City-160,State-1,Zip-79,County-4,Party-3,0
Voter-ID-3009,B-Year-49,SSN-672,DL-3036,FN-1684,LN-2393,Gender-2,Address-2709,City-229,State-1,Zip-144,County-23,Party-4,0
Voter-ID-2015,B-Year-67,SSN-2658,DL-3430,FN-728,LN-1039,Gender-2,Address-1039,City-157,State-1,Zip-125,County-8,Party-4,0
Voter-ID-3881,B-Year-55,SSN-1440,DL-3663,FN-1125,LN-2513,Gender-2,Address-923,City-56,State-1,Zip-158,County-34,Party-4,0
Voter-ID-3200,B-Year-63,SSN-111,DL-3240,FN-738,LN-3381,Gender-2,Address-2630,City-33,State-1,Zip-59,County-34,Party-4,0
Voter-ID-3731,B-Year-31,SSN-2186,DL-2623,FN-159,LN-3290,Gender-2,Address-1605,City-153,State-1,Zip-102,County-21,Party-4,0
Voter-ID-3305,B-Year-22,SSN-1512,DL-2926,FN-56,LN-2670,Gender-3,Address-233,City-39,State-1,Zip-52,County-34,Party-3,1
Voter-ID-1428,B-Year-23,SSN-718,DL-2232,FN-207,LN-2921,Gender-3,Address-2519,City-56,State-1,Zip-26,County-40,Party-4,0
Voter-ID-1996,B-Year-57,SSN-2409,DL-3596,FN-827,LN-1689,Gender-2,Address-3431,City-56,State-1,Zip-127,County-23,Party-3,0
Voter-ID-1008,B-Year-8,SSN-782,DL-633,FN-230,LN-1736,Gender-3,Address-3200,City-39,State-1,Zip-14,County-23,Party-5,0
Voter-ID-2910,B-Year-33,SSN-3427,DL-1471,FN-549,LN-3426,Gender-3,Address-3996,City-154,State-1,Zip-128,County-34,Party-4,0
Voter-ID-2725,B-Year-29,SSN-3371,DL-999,FN-1212,LN-3095,Gender-3,Address-1423,City-13,State-1,Zip-107,County-10,Party-5,0
Voter-ID-2091,B-Year-41,SSN-321,DL-1435,FN-957,LN-3292,Gender-2,Address-2273,City-165,State-1,Zip-107,County-34,Party-4,1
Voter-ID-2349,B-Year-69,SSN-485,DL-1408,FN-1530,LN-1388,Gender-2,Address-1691,City-56,State-1,Zip-195,County-6,Party-4,0
Voter-ID-3570,B-Year-18,SSN-469,DL-4024,FN-415,LN-1296,Gender-3,Address-2413,City-97,State-1,Zip-25,County-34,Party-4,0
Voter-ID-287,B-Year-52,SSN-676,DL-1641,FN-26,LN-2150,Gender-2,Address-3046,City-193,State-1,Zip-52,County-34,Party-4,0
Voter-ID-2131,B-Year-23,SSN-1328,DL-2729,FN-149,LN-930,Gender-2,Address-2241,City-91,State-1,Zip-47,County-34,Party-3,0
Voter-ID-2407,B-Year-65,SSN-1157,DL-2446,FN-1275,LN-1805,Gender-2,Address-2037,City-13,State-1,Zip-171,County-11,Party-4,1
Voter-ID-2491,B-Year-1,SSN-1282,DL-585,FN-137,LN-692,Gender-2,Address-4142,City-12,State-1,Zip-16,County-22,Party-4,0
Voter-ID-3081,B-Year-38,SSN-2452,DL-1570,FN-1232,LN-2203,Gender-3,Address-3390,City-111,State-1,Zip-149,County-34,Party-4,0
Voter-ID-704,B-Year-7,SSN-1724,DL-716,FN-447,LN-2880,Gender-3,Address-2521,City-60,State-1,Zip-44,County-4,Party-4,0
Voter-ID-2475,B-Year-56,SSN-470,DL-2492,FN-947,LN-1020,Gender-2,Address-3642,City-120,State-1,Zip-144,County-6,Party-4,1
Voter-ID-2161,B-Year-71,SSN-2341,DL-1109,FN-716,LN-2108,Gender-3,Address-2343,City-165,State-1,Zip-24,County-43,Party-4,0
Voter-ID-2585,B-Year-14,SSN-3159,DL-3873,FN-1205,LN-2500,Gender-3,Address-4208,City-224,State-1,Zip-77,County-26,Party-3,0
Voter-ID-4138,B-Year-63,SSN-1206,DL-1611,FN-257,LN-953,Gender-2,Address-2554,City-118,State-1,Zip-149,County-34,Party-5,0
Voter-ID-3933,B-Year-40,SSN-2387,DL-3148,FN-547,LN-3067,Gender-3,Address-654,City-56,State-1,Zip-164,County-8,Party-4,0
Voter-ID-3222,B-Year-18,SSN-1303,DL-1129,FN-1206,LN-1208,Gender-3,Address-2608,City-56,State-1,Zip-13,County-34,Party-4,0
Voter-ID-766,B-Year-60,SSN-2381,DL-719,FN-1034,LN-2864,Gender-3,Address-320,City-153,State-1,Zip-81,County-34,Party-4,0
Voter-ID-4271,B-Year-63,SSN-979,DL-2689,FN-459,LN-3066,Gender-3,Address-2567,City-56,State-1,Zip-191,County-30,Party-4,0
Voter-ID-2370,B-Year-58,SSN-2798,DL-944,FN-149,LN-190,Gender-2,Address-3922,City-153,State-1,Zip-99,County-34,Party-4,0
Voter-ID-1220,B-Year-83,SSN-1250,DL-1673,FN-894,LN-712,Gender-3,Address-4023,City-41,State-1,Zip-149,County-34,Party-4,0
Voter-ID-4241,B-Year-32,SSN-3341,DL-427,FN-1375,LN-820,Gender-2,Address-557,City-153,State-1,Zip-21,County-4,Party-3,0
Voter-ID-2135,B-Year-15,SSN-974,DL-1777,FN-1698,LN-1933,Gender-3,Address-67,City-153,State-1,Zip-156,County-8,Party-3,0
Voter-ID-3553,B-Year-64,SSN-1340,DL-2531,FN-973,LN-1174,Gender-2,Address-519,City-56,State-1,Zip-73,County-23,Party-5,1
Voter-ID-3562,B-Year-59,SSN-1839,DL-3328,FN-1205,LN-2890,Gender-3,Address-1524,City-33,State-1,Zip-103,County-4,Party-2,1
Voter-ID-4275,B-Year-18,SSN-2881,DL-792,FN-1406,LN-344,Gender-3,Address-603,City-193,State-1,Zip-24,County-8,Party-4,0
Voter-ID-4112,B-Year-60,SSN-514,DL-2055,FN-1341,LN-2697,Gender-2,Address-947,City-224,State-1,Zip-165,County-10,Party-4,0
Voter-ID-3542,B-Year-6,SSN-1515,DL-394,FN-1055,LN-933,Gender-3,Address-2712,City-88,State-1,Zip-124,County-13,Party-5,0
Voter-ID-1437,B-Year-66,SSN-3085,DL-4299,FN-554,LN-887,Gender-3,Address-283,City-29,State-1,Zip-25,County-23,Party-4,0
Voter-ID-2507,B-Year-46,SSN-1748,DL-2069,FN-1679,LN-588,Gender-2,Address-2359,City-12,State-1,Zip-116,County-3,Party-5,0
